属性,数值,关联材料,条件,原文片段,段落来源,DOI,标题
Electrochemical_Stability_Window,{'max_V': 4.3} V vs. Li/Li⁺,"UiO/PPV-Li, PPV-Li",UiO/PPV-Li precursor solution | combustion kinetics,PEGDME-LiTFSI-LIFSI; Electrochemical stability 4.30 V,"TABLE DATA BLOCK
Headers: $Electrolytes^a$; Ionic conductivity (mS·cm-1)b; Electrochemical stability (V); 1C Capacity (mAh·g-1)c; Ref.
Rows:
Row 1: $Electrolytes^a$ = LATP-PVDF CSE; Ionic conductivity",10.1016/j.ensm.2025.104551,In-situ radiation-synthesized UiO-66/poly(ionic liquid) gel electrolyte with hig
Electrochemical_Stability_Window,{'max_V': 4.75} V vs. Li/Li⁺,,radiation synthesis,PMA-LiTFSI; Electrochemical stability 4.75 V,"TABLE DATA BLOCK
Headers: $Electrolytes^a$; Ionic conductivity (mS·cm-1)b; Electrochemical stability (V); 1C Capacity (mAh·g-1)c; Ref.
Rows:
Row 1: $Electrolytes^a$ = LATP-PVDF CSE; Ionic conductivity",10.1016/j.ensm.2025.104551,In-situ radiation-synthesized UiO-66/poly(ionic liquid) gel electrolyte with hig
Electrochemical_Stability_Window,{'max_V': 4.8} V vs. Li/Li⁺,LE,LE,50[PEO8-LiTFSI]-40Li6.75La3Zr1.75Ta0.25O12-10PVDF+9 % oxalate; Electrochemical stability 4.80 V,"TABLE DATA BLOCK
Headers: $Electrolytes^a$; Ionic conductivity (mS·cm-1)b; Electrochemical stability (V); 1C Capacity (mAh·g-1)c; Ref.
Rows:
Row 1: $Electrolytes^a$ = LATP-PVDF CSE; Ionic conductivity",10.1016/j.ensm.2025.104551,In-situ radiation-synthesized UiO-66/poly(ionic liquid) gel electrolyte with hig
Electrochemical_Stability_Window,{'max_V': 5.31} V vs. Li/Li⁺,PPV-Li,PPV-Li,UiO/PPV-Li; Electrochemical stability 5.31 V,"TABLE DATA BLOCK
Headers: $Electrolytes^a$; Ionic conductivity (mS·cm-1)b; Electrochemical stability (V); 1C Capacity (mAh·g-1)c; Ref.
Rows:
Row 1: $Electrolytes^a$ = LATP-PVDF CSE; Ionic conductivity",10.1016/j.ensm.2025.104551,In-situ radiation-synthesized UiO-66/poly(ionic liquid) gel electrolyte with hig
Rate_Capability,[93] mAh/g,,°°C,LATP-PVDF CSE; 1C Capacity 93 mAh·g⁻¹,"TABLE DATA BLOCK
Headers: $Electrolytes^a$; Ionic conductivity (mS·cm-1)b; Electrochemical stability (V); 1C Capacity (mAh·g-1)c; Ref.
Rows:
Row 1: $Electrolytes^a$ = LATP-PVDF CSE; Ionic conductivity",10.1016/j.ensm.2025.104551,In-situ radiation-synthesized UiO-66/poly(ionic liquid) gel electrolyte with hig
Rate_Capability,[140] mAh/g,,0.5 mA/cm2 | cyclic test | symmetric_cell,6FPSF-FPES; 1C Capacity 140 mAh·g⁻¹,"TABLE DATA BLOCK
Headers: $Electrolytes^a$; Ionic conductivity (mS·cm-1)b; Electrochemical stability (V); 1C Capacity (mAh·g-1)c; Ref.
Rows:
Row 1: $Electrolytes^a$ = LATP-PVDF CSE; Ionic conductivity",10.1016/j.ensm.2025.104551,In-situ radiation-synthesized UiO-66/poly(ionic liquid) gel electrolyte with hig
Rate_Capability,[86] mAh/g,,electrochemical impedance spectroscopy ( | symmetric stainless-steel batt,SI; 1C Capacity 86 mAh·g⁻¹,"TABLE DATA BLOCK
Headers: $Electrolytes^a$; Ionic conductivity (mS·cm-1)b; Electrochemical stability (V); 1C Capacity (mAh·g-1)c; Ref.
Rows:
Row 1: $Electrolytes^a$ = LATP-PVDF CSE; Ionic conductivity",10.1016/j.ensm.2025.104551,In-situ radiation-synthesized UiO-66/poly(ionic liquid) gel electrolyte with hig
Rate_Capability,[144] mAh/g,,,c-GPE-2; 1C Capacity 144 mAh·g⁻¹,"TABLE DATA BLOCK
Headers: $Electrolytes^a$; Ionic conductivity (mS·cm-1)b; Electrochemical stability (V); 1C Capacity (mAh·g-1)c; Ref.
Rows:
Row 1: $Electrolytes^a$ = LATP-PVDF CSE; Ionic conductivity",10.1016/j.ensm.2025.104551,In-situ radiation-synthesized UiO-66/poly(ionic liquid) gel electrolyte with hig
Rate_Capability,[77] mAh/g,,electrochemical impedance/transference n | symmetric_cell,PEGDA-LiTFSI-LiBOB-SN; 1C Capacity 77 (NCA) mAh·g⁻¹,"TABLE DATA BLOCK
Headers: $Electrolytes^a$; Ionic conductivity (mS·cm-1)b; Electrochemical stability (V); 1C Capacity (mAh·g-1)c; Ref.
Rows:
Row 1: $Electrolytes^a$ = LATP-PVDF CSE; Ionic conductivity",10.1016/j.ensm.2025.104551,In-situ radiation-synthesized UiO-66/poly(ionic liquid) gel electrolyte with hig
Rate_Capability,[105] mAh/g,,CR2025 coin cell; cathode: NCM,30PEC-70LiMNT-80LiFSI-15FEC-3PTFE; 1C Capacity 105 mAh·g⁻¹,"TABLE DATA BLOCK
Headers: $Electrolytes^a$; Ionic conductivity (mS·cm-1)b; Electrochemical stability (V); 1C Capacity (mAh·g-1)c; Ref.
Rows:
Row 1: $Electrolytes^a$ = LATP-PVDF CSE; Ionic conductivity",10.1016/j.ensm.2025.104551,In-situ radiation-synthesized UiO-66/poly(ionic liquid) gel electrolyte with hig
Rate_Capability,[82] mAh/g,"UiO/PPV-Li, PPV-Li",UiO/PPV-Li precursor solution | combustion kinetics,PEGDME-LiTFSI-LIFSI; 1C Capacity 82 mAh·g⁻¹,"TABLE DATA BLOCK
Headers: $Electrolytes^a$; Ionic conductivity (mS·cm-1)b; Electrochemical stability (V); 1C Capacity (mAh·g-1)c; Ref.
Rows:
Row 1: $Electrolytes^a$ = LATP-PVDF CSE; Ionic conductivity",10.1016/j.ensm.2025.104551,In-situ radiation-synthesized UiO-66/poly(ionic liquid) gel electrolyte with hig
Rate_Capability,[101] mAh/g,,radiation synthesis,PMA-LiTFSI; 1C Capacity 101 (LCO) mAh·g⁻¹,"TABLE DATA BLOCK
Headers: $Electrolytes^a$; Ionic conductivity (mS·cm-1)b; Electrochemical stability (V); 1C Capacity (mAh·g-1)c; Ref.
Rows:
Row 1: $Electrolytes^a$ = LATP-PVDF CSE; Ionic conductivity",10.1016/j.ensm.2025.104551,In-situ radiation-synthesized UiO-66/poly(ionic liquid) gel electrolyte with hig
Rate_Capability,[104] mAh/g,LE,LE,50[PEO8-LiTFSI]-40Li6.75La3Zr1.75Ta0.25O12-10PVDF+9 % oxalate; 1C Capacity 104 mAh·g⁻¹,"TABLE DATA BLOCK
Headers: $Electrolytes^a$; Ionic conductivity (mS·cm-1)b; Electrochemical stability (V); 1C Capacity (mAh·g-1)c; Ref.
Rows:
Row 1: $Electrolytes^a$ = LATP-PVDF CSE; Ionic conductivity",10.1016/j.ensm.2025.104551,In-situ radiation-synthesized UiO-66/poly(ionic liquid) gel electrolyte with hig
Rate_Capability,[185.8] mAh/g,PPV-Li,PPV-Li,UiO/PPV-Li; 1C Capacity 185.8 mAh·g⁻¹,"TABLE DATA BLOCK
Headers: $Electrolytes^a$; Ionic conductivity (mS·cm-1)b; Electrochemical stability (V); 1C Capacity (mAh·g-1)c; Ref.
Rows:
Row 1: $Electrolytes^a$ = LATP-PVDF CSE; Ionic conductivity",10.1016/j.ensm.2025.104551,In-situ radiation-synthesized UiO-66/poly(ionic liquid) gel electrolyte with hig
Ionic_Conductivity,0.03 mS/cm,LE,,LATP-PVDF CSE; 0.03 mS·cm⁻¹,"TABLE DATA BLOCK
Headers: $Electrolytes^a$; Ionic conductivity (mS·cm-1)b; Electrochemical stability (V); 1C Capacity (mAh·g-1)c; Ref.
Rows:
Row 1: $Electrolytes^a$ = LATP-PVDF CSE; Ionic conductivity",10.1016/j.ensm.2025.104551,In-situ radiation-synthesized UiO-66/poly(ionic liquid) gel electrolyte with hig
Ionic_Conductivity,0.69 mS/cm,LE,,6FPSF-FPES; 0.69 (40 °C) mS·cm⁻¹,"TABLE DATA BLOCK
Headers: $Electrolytes^a$; Ionic conductivity (mS·cm-1)b; Electrochemical stability (V); 1C Capacity (mAh·g-1)c; Ref.
Rows:
Row 1: $Electrolytes^a$ = LATP-PVDF CSE; Ionic conductivity",10.1016/j.ensm.2025.104551,In-situ radiation-synthesized UiO-66/poly(ionic liquid) gel electrolyte with hig
Ionic_Conductivity,1.0 mS/cm,LE,,SI; ~1.00 mS·cm⁻¹,"TABLE DATA BLOCK
Headers: $Electrolytes^a$; Ionic conductivity (mS·cm-1)b; Electrochemical stability (V); 1C Capacity (mAh·g-1)c; Ref.
Rows:
Row 1: $Electrolytes^a$ = LATP-PVDF CSE; Ionic conductivity",10.1016/j.ensm.2025.104551,In-situ radiation-synthesized UiO-66/poly(ionic liquid) gel electrolyte with hig
Ionic_Conductivity,0.38 mS/cm,LE,,c-GPE-2; 0.38 mS·cm⁻¹,"TABLE DATA BLOCK
Headers: $Electrolytes^a$; Ionic conductivity (mS·cm-1)b; Electrochemical stability (V); 1C Capacity (mAh·g-1)c; Ref.
Rows:
Row 1: $Electrolytes^a$ = LATP-PVDF CSE; Ionic conductivity",10.1016/j.ensm.2025.104551,In-situ radiation-synthesized UiO-66/poly(ionic liquid) gel electrolyte with hig
Ionic_Conductivity,0.02 mS/cm,LE,,PEEC-TEGDA; 0.02 mS·cm⁻¹,"TABLE DATA BLOCK
Headers: $Electrolytes^a$; Ionic conductivity (mS·cm-1)b; Electrochemical stability (V); 1C Capacity (mAh·g-1)c; Ref.
Rows:
Row 1: $Electrolytes^a$ = LATP-PVDF CSE; Ionic conductivity",10.1016/j.ensm.2025.104551,In-situ radiation-synthesized UiO-66/poly(ionic liquid) gel electrolyte with hig
Ionic_Conductivity,1.76 mS/cm,LE,,PEGDA-LiTFSI-LiBOB-SN; 1.76 mS·cm⁻¹,"TABLE DATA BLOCK
Headers: $Electrolytes^a$; Ionic conductivity (mS·cm-1)b; Electrochemical stability (V); 1C Capacity (mAh·g-1)c; Ref.
Rows:
Row 1: $Electrolytes^a$ = LATP-PVDF CSE; Ionic conductivity",10.1016/j.ensm.2025.104551,In-situ radiation-synthesized UiO-66/poly(ionic liquid) gel electrolyte with hig
Ionic_Conductivity,3.5 mS/cm,LE,,30PEC-70LiMNT-80LiFSI-15FEC-3PTFE; 3.50 mS·cm⁻¹,"TABLE DATA BLOCK
Headers: $Electrolytes^a$; Ionic conductivity (mS·cm-1)b; Electrochemical stability (V); 1C Capacity (mAh·g-1)c; Ref.
Rows:
Row 1: $Electrolytes^a$ = LATP-PVDF CSE; Ionic conductivity",10.1016/j.ensm.2025.104551,In-situ radiation-synthesized UiO-66/poly(ionic liquid) gel electrolyte with hig
Ionic_Conductivity,0.15 mS/cm,LE,,PEGDME-LiTFSI-LIFSI; 0.15 mS·cm⁻¹,"TABLE DATA BLOCK
Headers: $Electrolytes^a$; Ionic conductivity (mS·cm-1)b; Electrochemical stability (V); 1C Capacity (mAh·g-1)c; Ref.
Rows:
Row 1: $Electrolytes^a$ = LATP-PVDF CSE; Ionic conductivity",10.1016/j.ensm.2025.104551,In-situ radiation-synthesized UiO-66/poly(ionic liquid) gel electrolyte with hig
Ionic_Conductivity,0.2 mS/cm,LE,,PMA-LiTFSI; 0.20 mS·cm⁻¹,"TABLE DATA BLOCK
Headers: $Electrolytes^a$; Ionic conductivity (mS·cm-1)b; Electrochemical stability (V); 1C Capacity (mAh·g-1)c; Ref.
Rows:
Row 1: $Electrolytes^a$ = LATP-PVDF CSE; Ionic conductivity",10.1016/j.ensm.2025.104551,In-situ radiation-synthesized UiO-66/poly(ionic liquid) gel electrolyte with hig
Ionic_Conductivity,0.2 mS/cm,LE,,50[PEO8-LiTFSI]-40Li6.75La3Zr1.75Ta0.25O12-10PVDF+9 % oxalate; 0.20 (50 °C) mS·cm⁻¹,"TABLE DATA BLOCK
Headers: $Electrolytes^a$; Ionic conductivity (mS·cm-1)b; Electrochemical stability (V); 1C Capacity (mAh·g-1)c; Ref.
Rows:
Row 1: $Electrolytes^a$ = LATP-PVDF CSE; Ionic conductivity",10.1016/j.ensm.2025.104551,In-situ radiation-synthesized UiO-66/poly(ionic liquid) gel electrolyte with hig
Ionic_Conductivity,9.12 mS/cm,LE,,UiO/PPV-Li; 9.12 mS·cm⁻¹,"TABLE DATA BLOCK
Headers: $Electrolytes^a$; Ionic conductivity (mS·cm-1)b; Electrochemical stability (V); 1C Capacity (mAh·g-1)c; Ref.
Rows:
Row 1: $Electrolytes^a$ = LATP-PVDF CSE; Ionic conductivity",10.1016/j.ensm.2025.104551,In-situ radiation-synthesized UiO-66/poly(ionic liquid) gel electrolyte with hig
Elemental_Composition,"['Al', 'Mn', 'Co', 'Ni', 'Fe']",,,"Elemental distribution analysis via EDS mapping Fig. 1i reveals the homogeneous distribution of Al, ","Elemental distribution analysis via EDS mapping Fig. 1i reveals the homogeneous distribution of Al, Mn, Co, Ni, and Fe elements throughout the 3D CC matrix, with no observable elemental segregation. I",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Chemical_Formula,AlMnCoNiFe,,,AlMn-CoNiFe alloy nanoparticle ... HEA-NPs-CC is composed of equiatomic composition,"Elemental distribution analysis via EDS mapping Fig. 1i reveals the homogeneous distribution of Al, Mn, Co, Ni, and Fe elements throughout the 3D CC matrix, with no observable elemental segregation. I",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Activation_Energy_for_Li_Transport_through_SEI,21.26 kJ/mol,HEA-NPs-CC,,"Based on Formula S2 and the EIS curves collected at different temperatures Fig. S11, the E mathrm a ",The activation energy for the reaction Ea—an indicator reflecting the difficulty of the chemical reaction and the mathrm diffusion barrier—confirms that the HEA-NPs-CC substrate has superior mathrm tr,10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Areal_Capacity,1 mAh/cm2,,galvanostatic,when the capacity reaches 1 mA h cm− 2,"To validate the COMSOL Multiphysics simulation results on uniform Li deposition by HEA-NPs-CC, SEM characterization was performed to analyze the surface morphological evolution during Li plating/strip",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Crystal_System,Face-centered cubic,HEA-NPs-CC,,"XRD characteristic peaks of HEA-NPs-CC appear at 43.6°, 50.9°, and 74.4°, indexed to the 111, 200, a","As shown in Fig. 1j, the XRD characteristic peaks of HEA-NPs-CC appear at 43.6◦, 50.9◦, and 74.4◦, indexed to the 111, 200, and 220 planes of a face-centered cubic FCC structure, similar to the cubic ",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Elemental_Composition,"['Al', 'Mn', 'Co', 'Ni', 'Fe', 'C']",HEA-NPs-CC,,"The full spectrum of HEA-NPs-CC shown in Fig. S7a reveals the coexistence of Al 2p, Mn 2p, Co 2p, Ni","As shown in Fig. 1j, the XRD characteristic peaks of HEA-NPs-CC appear at 43.6◦, 50.9◦, and 74.4◦, indexed to the 111, 200, and 220 planes of a face-centered cubic FCC structure, similar to the cubic ",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Chemical_Formula,AlMnCoNiFe,HEA-NPs-CC,,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth,"As shown in Fig. 1j, the XRD characteristic peaks of HEA-NPs-CC appear at 43.6◦, 50.9◦, and 74.4◦, indexed to the 111, 200, and 220 planes of a face-centered cubic FCC structure, similar to the cubic ",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Li_Ion_Migration_Barrier,-0.062 eV,,,"the HEA exhibits substantially lower diffusion barriers than carbon, with peak values of − 0.062 and","To further investigate the lithiophilic mechanisms and Li diffusion capability of HEAs that promote uniform Li deposition, DFT calculations were performed. As shown in Fig. 3a, the HEAs exhibit a high",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Li_Ion_Migration_Barrier,0.173 eV,,,"the HEA exhibits substantially lower diffusion barriers than carbon, with peak values of − 0.062 and","To further investigate the lithiophilic mechanisms and Li diffusion capability of HEAs that promote uniform Li deposition, DFT calculations were performed. As shown in Fig. 3a, the HEAs exhibit a high",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Lattice_Parameters,"{'a': 2.05, 'b': 2.05, 'c': 2.05, 'alpha': 90, 'beta': 90, 'gamma': 90} Å",HEA-NPs-CC,,lattice constants of 2.050 Å,Structural characterization via TEM reveals distinct microstructural features. The TEM image of HEA-NPs-CC reveals a uniform nanoparticle morphology with a radius of approximately 50 nm Fig. S2. It is,10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Crystal_System,cubic,HEA-NPs-CC,,FCC phases,Structural characterization via TEM reveals distinct microstructural features. The TEM image of HEA-NPs-CC reveals a uniform nanoparticle morphology with a radius of approximately 50 nm Fig. S2. It is,10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Interlayer_Spacing,0.36 nm,HEA-NPs-CC,,"New phase lattice fringes corresponding to LiAl111, Li2O111, etc. with spacings of 0.360 nm, 0.265 n","To investigate the lithiation process of HEA-NPs-CC at the singlenanoparticle level and to elucidate its underlying Li storage mechanism, an in-situ TEM electrochemistry experiment was conducted. A na",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Interlayer_Spacing,0.265 nm,HEA-NPs-CC,,"New phase lattice fringes corresponding to LiAl111, Li2O111, etc. with spacings of 0.360 nm, 0.265 n","To investigate the lithiation process of HEA-NPs-CC at the singlenanoparticle level and to elucidate its underlying Li storage mechanism, an in-situ TEM electrochemistry experiment was conducted. A na",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Chemical_Formula,LiAl,HEA-NPs-CC,,"new diffraction rings for LiAl 111... emerge, confirming the occurrence of the Li-Al alloying reacti","To investigate the lithiation process of HEA-NPs-CC at the singlenanoparticle level and to elucidate its underlying Li storage mechanism, an in-situ TEM electrochemistry experiment was conducted. A na",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Chemical_Formula,Li2O,HEA-NPs-CC,,"new diffraction rings for LiAl 111, Li2O111, and Li211 emerge","To investigate the lithiation process of HEA-NPs-CC at the singlenanoparticle level and to elucidate its underlying Li storage mechanism, an in-situ TEM electrochemistry experiment was conducted. A na",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Elemental_Composition,"['Fe', 'Co', 'Ni', 'Mn', 'Al']",HEA-NPs-CC,,"FeCoNiMnAl nanoparticles... elements such as Co, Ni, Fe, and Mn stabilize the lattice and suppress v","To investigate the lithiation process of HEA-NPs-CC at the singlenanoparticle level and to elucidate its underlying Li storage mechanism, an in-situ TEM electrochemistry experiment was conducted. A na",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Interfacial_Resistance_RSEI_or_Rct,19 Ω,,galvanostatic,decreasing from 45 to 19 Ω,"Uniform Li deposition critically depends on interfacial stability, as Li dendrite growth remains a primary determinant of battery failure. To characterize the evolution of impedance and Li-ion diffusi",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Interfacial_Resistance_RSEI_or_Rct,39 Ω,,galvanostatic,increase from 22 to 39 Ω,"Uniform Li deposition critically depends on interfacial stability, as Li dendrite growth remains a primary determinant of battery failure. To characterize the evolution of impedance and Li-ion diffusi",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
SEI_Chemical_Composition_XPS,"['CFx (293.5 eV): 19.61% (CC) → 11.56% (HEA-NPs-CC)', 'COOR (288.0 eV): 9.60% (CC) → 5.07% (HEA-NPs-CC)', 'C–OR (286.6 eV): 33.78% (CC) → 9.57% (HEA-NPs-CC)', 'R-O-R (533.2 eV): 12.59% (CC) → 4.56% (HEA-NPs-CC)', 'Li2O (528.7 eV): 4.95% (CC) → 6.68% (HEA-NPs-CC)', 'LiF (684.9 eV): 85.09% (CC) → 92.81% (HEA-NPs-CC)'] at%",,,"In the C 1 s spectrum Fig. S24a and Fig. S24b, the peak intensities of CFx 293.5 eV, COOR 288.0 eV, ","In the C 1 s spectrum Fig. S24a and Fig. S24b, the peak intensities of CFx 293.5 eV, COOR 288.0 eV, and C–OR 286.6 eV, which are products of electrolyte decomposition, are significantly lower in cycle",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
LiF_Content_in_SEI_XPS,92.81 at%,,,"In the F 1 s spectrum, the content of Li fluoride 684.9 eV in the SEI increases from 85.09 % in CC t","In the C 1 s spectrum Fig. S24a and Fig. S24b, the peak intensities of CFx 293.5 eV, COOR 288.0 eV, and C–OR 286.6 eV, which are products of electrolyte decomposition, are significantly lower in cycle",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Interfacial_Resistance_RSEI_or_Rct,,,,The interfacial charge transfer impedance of the HEA-NPs-CC anode is lower Fig. S30,"To visualize the SEI structure, we constructed schematic diagrams of the HEA - NPs-CCLi Fig. 6i and CCLi Fig. 6j interfaces. The HEA- NPs-CC is enriched with inorganic compounds, including mathrm 2 ma",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
SEI_Chemical_Composition_XPS,"[{'element': 'Li', 'percentage': 29.1, 'spectrum': 'Li 1s', 'depth': 'surface'}, {'element': 'N', 'percentage': 1.2, 'spectrum': 'N 1s', 'depth': 'surface'}, {'element': 'F', 'percentage': 16.4, 'spectrum': 'F 1s', 'depth': 'surface'}] at%",,,"On the CC electrode Fig. 6a, the SEI layer shows rapid depletion of Li Li 1s: surface 29.1 %→18.8 % ","Similarly, the peak positions corresponding to surface dynamic processes during charging were analyzed via DRT methodology Figs. 5b, 5d. The anode surface contact resistance C1 remained constant owing",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
SEI_Chemical_Composition_XPS,"[{'element': 'Li', 'percentage': 18.8, 'spectrum': 'Li 1s', 'depth': 'after 60s'}, {'element': 'N', 'percentage': 4.6, 'spectrum': 'N 1s', 'depth': 'after 60s'}, {'element': 'F', 'percentage': 12.3, 'spectrum': 'F 1s', 'depth': 'after 60s'}] at%",,,"On the CC electrode Fig. 6a, the SEI layer shows rapid depletion of Li Li 1s: surface 29.1 %→18.8 % ","Similarly, the peak positions corresponding to surface dynamic processes during charging were analyzed via DRT methodology Figs. 5b, 5d. The anode surface contact resistance C1 remained constant owing",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
SEI_Chemical_Composition_XPS,"[{'element': 'Li', 'percentage': 37.4, 'spectrum': 'Li 1s', 'depth': 'surface'}, {'element': 'N', 'percentage': 2.8, 'spectrum': 'N 1s', 'depth': 'surface'}, {'element': 'F', 'percentage': 24.2, 'spectrum': 'F 1s', 'depth': 'surface'}] at%",,,"In contrast, the HEA-NPs-CC electrode Fig. 6b maintains a higher Li Li 1s: surface 37.4 %→12.3 %, ni","Similarly, the peak positions corresponding to surface dynamic processes during charging were analyzed via DRT methodology Figs. 5b, 5d. The anode surface contact resistance C1 remained constant owing",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
SEI_Chemical_Composition_XPS,"[{'element': 'Li', 'percentage': 12.3, 'spectrum': 'Li 1s', 'depth': 'after 60s'}, {'element': 'N', 'percentage': 5.4, 'spectrum': 'N 1s', 'depth': 'after 60s'}, {'element': 'F', 'percentage': 18.3, 'spectrum': 'F 1s', 'depth': 'after 60s'}] at%",,,"the HEA-NPs-CC electrode Fig. 6b maintains a higher Li Li 1s: surface 37.4 %→12.3 %, nitrogen N 1s:2","Similarly, the peak positions corresponding to surface dynamic processes during charging were analyzed via DRT methodology Figs. 5b, 5d. The anode surface contact resistance C1 remained constant owing",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Chemical_Formula,AlMnCoNiFe,,,equimolar AlMnCoNiFe HEA-NPs,"In summary, we proposed a facile room-temperature crystallization strategy to fabricate a flexible carbon cloth host uniformly embedded with equimolar AlMnCoNiFe HEA-NPs, leveraging configurational en",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Elemental_Composition,"['Al', 'Mn', 'Co', 'Ni', 'Fe']",,,equimolar AlMnCoNiFe HEA-NPs,"In summary, we proposed a facile room-temperature crystallization strategy to fabricate a flexible carbon cloth host uniformly embedded with equimolar AlMnCoNiFe HEA-NPs, leveraging configurational en",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Li_Ion_Migration_Barrier,0.09 eV,,,DFT calculations show HEA-NPs provide strong Li⁺ adsorption energies − 2.63 to − 2.14 eV and an ultr,Cycle number The unique cocktail effect of AlMnCoNiFe HEA-NPs endows the host with outstanding lithiophilicity and structural robustness. DFT calculations show HEA-NPs provide strong Li⁺ adsorption en,10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Rate_Capability_at_Given_C_rate,178.3 mAh/g,,galvanostatic,This full cell achieved an initial high capacity of 178.3 mA h g - 1 at a rate of 1 C.,"Anode-free anodes, characterized by their high energy density, exhibit significant commercial potential. To assess the commercial viability of HEA-NPs-CC, a full cell was assembled using HEA-NPs-CC as",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Average_Coulombic_Efficiency_Stable_Cycling,99.32 %,,galvanostatic,"After 180 cycles, the HEA-NPs-CCNCM811 full cell demonstrated an average Coulombic efficiency of 99.","Anode-free anodes, characterized by their high energy density, exhibit significant commercial potential. To assess the commercial viability of HEA-NPs-CC, a full cell was assembled using HEA-NPs-CC as",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Exchange_Current_Density,0.119 mA/cm2,HEA-NPs-CC,,"the HEA-NPs-CCLi exhibits a slower corrosion rate and higher corrosion resistance, with a corrosion ","To investigate the cycling reversibility and lifespan of the HEA-NPs-CC substrate, half-cell performance tests were conducted. As shown in Fig. 2a, the CC and Cu substrates exhibit nucleation overpote",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Exchange_Current_Density,0.168 mA/cm2,HEA-NPs-CC,,unmodified Li metal 0.168 mA mathrm - 2 mathrm i,"To investigate the cycling reversibility and lifespan of the HEA-NPs-CC substrate, half-cell performance tests were conducted. As shown in Fig. 2a, the CC and Cu substrates exhibit nucleation overpote",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
